date,code_produit,code_usine,stock_qte,stock_valeur
2024-02-05,P009,U03,3664,12640.8
2024-02-05,P011,U03,3953,7411.88
2024-02-05,P001,U03,943,4880.03
2024-02-05,P005,U03,2198,8901.9
2024-02-05,P006,U03,4021,17792.93
2024-02-05,P010,U03,2246,5390.4
2024-02-05,P002,U04,1415,4457.25
2024-02-05,P007,U04,5925,55546.88
2024-02-05,P001,U04,3914,20254.95
2024-02-05,P011,U04,1931,3620.62
2024-02-05,P003,U04,2732,15982.2
2024-02-05,P008,U04,324,923.4
2024-02-05,P004,U04,1535,7483.12
2024-02-05,P012,U04,1668,6129.9
2024-02-05,P011,U05,1285,2409.38
2024-02-05,P003,U05,1300,7605.0
2024-02-05,P002,U05,3061,9642.15
2024-02-05,P007,U05,4010,37593.75
2024-02-05,P009,U05,2188,7548.6
2024-02-05,P009,U06,1638,5651.1
2024-02-05,P008,U06,3684,10499.4
2024-02-05,P005,U06,0,0.0
2024-02-05,P012,U06,2935,10786.13
2024-02-05,P011,U06,1983,3718.12
2024-02-05,P012,U07,0,0.0
2024-02-05,P010,U07,2210,5304.0
2024-02-05,P004,U07,1841,8974.88
2024-02-05,P009,U07,3937,13582.65
2024-02-05,P007,U07,4553,42684.38
2024-02-05,P008,U07,0,0.0
2024-02-05,P003,U07,2036,11910.6
2024-02-05,P002,U07,94,296.1
2024-02-05,P005,U08,881,3568.05
2024-02-05,P011,U08,1251,2345.62
2024-02-05,P008,U08,0,0.0
2024-02-05,P006,U08,5568,24638.4
2024-02-05,P002,U08,2702,8511.3
2024-02-05,P001,U08,3802,19675.35
2024-02-05,P009,U08,0,0.0
2024-02-05,P004,U08,2767,13489.12
2024-02-12,P012,U01,3227,11859.23
2024-02-12,P006,U01,3816,16885.8
2024-02-12,P002,U01,2110,6646.5
2024-02-12,P009,U01,2994,10329.3
2024-02-12,P007,U01,1309,12271.88
2024-02-12,P010,U01,4737,11368.8
2024-02-12,P011,U01,2515,4715.62
2024-02-12,P006,U02,2135,9447.38
2024-02-12,P007,U02,2764,25912.5
2024-02-12,P005,U02,1233,4993.65
2024-02-12,P008,U02,2170,6184.5
2024-02-12,P011,U02,2794,5238.75
2024-02-12,P002,U02,2289,7210.35
2024-02-12,P010,U02,4166,9998.4
2024-02-12,P002,U03,3213,10120.95
2024-02-12,P011,U03,1700,3187.5
2024-02-12,P006,U03,2727,12066.98
2024-02-12,P008,U03,1641,4676.85
2024-02-12,P010,U03,1578,3787.2
2024-02-12,P005,U03,3289,13320.45
2024-02-12,P010,U04,2718,6523.2
2024-02-12,P008,U04,1717,4893.45
2024-02-12,P009,U04,0,0.0
2024-02-12,P011,U04,2216,4155.0
2024-02-12,P005,U04,2724,11032.2
2024-02-12,P006,U05,1906,8434.05
2024-02-12,P007,U05,1651,15478.12
2024-02-12,P001,U05,2580,13351.5
2024-02-12,P011,U05,3521,6601.88
2024-02-12,P004,U05,2406,11729.25
2024-02-12,P003,U06,2729,15964.65
2024-02-12,P010,U06,2713,6511.2
2024-02-12,P005,U06,3539,14332.95
2024-02-12,P012,U06,2193,8059.28
2024-02-12,P001,U06,2147,11110.73
2024-02-12,P008,U06,1904,5426.4
2024-02-12,P002,U06,2433,7663.95
2024-02-12,P003,U07,1971,11530.35
2024-02-12,P001,U07,3340,17284.5
2024-02-12,P008,U07,0,0.0
2024-02-12,P005,U07,2085,8444.25
2024-02-12,P007,U07,4734,44381.25
2024-02-12,P012,U07,1782,6548.85
2024-02-12,P010,U07,790,1896.0
2024-02-12,P008,U08,1170,3334.5
2024-02-12,P010,U08,1991,4778.4
2024-02-12,P001,U08,2160,11178.0
2024-02-12,P005,U08,3444,13948.2
2024-02-12,P011,U08,3400,6375.0
2024-02-19,P003,U01,3165,18515.25
2024-02-19,P009,U01,376,1297.2
2024-02-19,P004,U01,1626,7926.75
2024-02-19,P001,U01,2221,11493.68
2024-02-19,P005,U01,2289,9270.45
2024-02-19,P007,U01,1455,13640.62
2024-02-19,P004,U02,3561,17359.88
2024-02-19,P005,U02,2600,10530.0
2024-02-19,P003,U02,0,0.0
2024-02-19,P001,U02,3245,16792.88
2024-02-19,P012,U02,3693,13571.78
2024-02-19,P005,U03,2363,9570.15
2024-02-19,P011,U03,0,0.0
2024-02-19,P007,U03,1959,18365.62
2024-02-19,P009,U03,1954,6741.3
2024-02-19,P012,U03,4363,16034.03
2024-02-19,P008,U03,3521,10034.85
2024-02-19,P002,U03,2339,7367.85
2024-02-19,P001,U03,2661,13770.68
2024-02-19,P011,U04,1019,1910.62
2024-02-19,P001,U04,3618,18723.15
2024-02-19,P003,U04,1390,8131.5
2024-02-19,P012,U04,2298,8445.15
2024-02-19,P007,U04,2360,22125.0
2024-02-19,P004,U05,3919,19105.12
2024-02-19,P001,U05,1840,9522.0
2024-02-19,P006,U05,1209,5349.83
2024-02-19,P010,U05,4606,11054.4
2024-02-19,P005,U05,4337,17564.85
2024-02-19,P008,U05,3330,9490.5
2024-02-19,P007,U06,2359,22115.62
2024-02-19,P008,U06,3012,8584.2
2024-02-19,P011,U06,2799,5248.12
2024-02-19,P009,U06,1410,4864.5
2024-02-19,P002,U06,0,0.0
2024-02-19,P010,U06,2806,6734.4
2024-02-19,P004,U06,3098,15102.75
2024-02-19,P005,U06,3600,14580.0
2024-02-19,P005,U07,3033,12283.65
2024-02-19,P012,U07,1574,5784.45
2024-02-19,P004,U07,1747,8516.62
2024-02-19,P008,U07,3079,8775.15
2024-02-19,P006,U07,1649,7296.83
2024-02-19,P008,U08,2100,5985.0
2024-02-19,P009,U08,1617,5578.65
2024-02-19,P001,U08,3046,15763.05
2024-02-19,P007,U08,2268,21262.5
2024-02-19,P011,U08,1548,2902.5
2024-02-19,P002,U08,864,2721.6
2024-02-26,P002,U01,3549,11179.35
2024-02-26,P009,U01,0,0.0
2024-02-26,P004,U01,4052,19753.5
2024-02-26,P010,U01,2270,5448.0
2024-02-26,P003,U01,2732,15982.2
2024-02-26,P008,U01,0,0.0
2024-02-26,P007,U02,641,6009.38
2024-02-26,P008,U02,3854,10983.9
2024-02-26,P009,U02,3604,12433.8
2024-02-26,P004,U02,2060,10042.5
2024-02-26,P001,U02,1736,8983.8
2024-02-26,P003,U02,3179,18597.15
2024-02-26,P012,U02,1752,6438.6
2024-02-26,P006,U02,2454,10858.95
2024-02-26,P006,U03,3219,14244.08
2024-02-26,P004,U03,2366,11534.25
2024-02-26,P005,U03,2511,10169.55
2024-02-26,P001,U03,2107,10903.73
2024-02-26,P007,U03,2263,21215.62
2024-02-26,P003,U03,3151,18433.35
2024-02-26,P006,U04,3308,14637.9
2024-02-26,P012,U04,4531,16651.43
2024-02-26,P011,U04,3218,6033.75
2024-02-26,P003,U04,3120,18252.0
2024-02-26,P004,U04,0,0.0
2024-02-26,P012,U05,1037,3810.98
2024-02-26,P011,U05,2690,5043.75
2024-02-26,P009,U05,2595,8952.75
2024-02-26,P010,U05,3903,9367.2
2024-02-26,P006,U05,2707,11978.48
2024-02-26,P007,U06,1437,13471.88
2024-02-26,P001,U06,4087,21150.23
2024-02-26,P004,U06,1313,6400.88
2024-02-26,P008,U06,3339,9516.15
2024-02-26,P012,U06,1889,6942.08
2024-02-26,P010,U06,0,0.0
2024-02-26,P003,U06,1208,7066.8
2024-02-26,P005,U06,1188,4811.4
2024-02-26,P006,U07,3198,14151.15
2024-02-26,P010,U07,3360,8064.0
2024-02-26,P012,U07,2448,8996.4
2024-02-26,P003,U07,0,0.0
2024-02-26,P011,U07,1285,2409.38
2024-02-26,P008,U07,850,2422.5
2024-02-26,P002,U07,3195,10064.25
2024-02-26,P010,U08,2367,5680.8
2024-02-26,P006,U08,0,0.0
2024-02-26,P005,U08,1669,6759.45
2024-02-26,P007,U08,4194,39318.75
2024-02-26,P008,U08,3673,10468.05
2024-02-26,P001,U08,1865,9651.38
2024-02-26,P009,U08,2105,7262.25
2024-02-26,P002,U08,0,0.0
2024-03-04,P012,U01,3228,11862.9
2024-03-04,P001,U01,2888,14945.4
2024-03-04,P010,U01,1683,4039.2
2024-03-04,P009,U01,2178,7514.1
2024-03-04,P003,U01,1939,11343.15
2024-03-04,P005,U01,2733,11068.65
2024-03-04,P002,U01,1001,3153.15
2024-03-04,P008,U02,5342,15224.7
2024-03-04,P011,U02,3020,5662.5
2024-03-04,P005,U02,2238,9063.9
2024-03-04,P003,U02,2698,15783.3
2024-03-04,P004,U02,5226,25476.75
2024-03-04,P006,U02,2361,10447.43
2024-03-04,P009,U02,4906,16925.7
2024-03-04,P001,U02,2205,11410.88
2024-03-04,P012,U03,1436,5277.3
2024-03-04,P008,U03,4492,12802.2
2024-03-04,P007,U03,132,1237.5
2024-03-04,P011,U03,1465,2746.88
2024-03-04,P005,U03,2491,10088.55
2024-03-04,P010,U03,3364,8073.6
2024-03-04,P009,U04,3400,11730.0
2024-03-04,P001,U04,3097,16026.98
2024-03-04,P005,U04,2510,10165.5
2024-03-04,P004,U04,618,3012.75
2024-03-04,P008,U04,0,0.0
2024-03-04,P003,U04,3254,19035.9
2024-03-04,P007,U04,2292,21487.5
2024-03-04,P006,U05,3221,14252.93
2024-03-04,P003,U05,3744,21902.4
2024-03-04,P004,U05,1411,6878.62
2024-03-04,P002,U05,0,0.0
2024-03-04,P005,U05,2763,11190.15
2024-03-04,P007,U05,2747,25753.12
2024-03-04,P011,U05,1248,2340.0
2024-03-04,P009,U05,897,3094.65
2024-03-04,P001,U06,3584,18547.2
2024-03-04,P010,U06,2039,4893.6
2024-03-04,P007,U06,1561,14634.38
2024-03-04,P011,U06,0,0.0
2024-03-04,P003,U06,1770,10354.5
2024-03-04,P002,U06,3032,9550.8
2024-03-04,P008,U07,1922,5477.7
2024-03-04,P004,U07,2346,11436.75
2024-03-04,P011,U07,3720,6975.0
2024-03-04,P010,U07,3740,8976.0
2024-03-04,P002,U07,1906,6003.9
2024-03-04,P005,U07,3655,14802.75
2024-03-04,P003,U07,2230,13045.5
2024-03-04,P009,U07,286,986.7
2024-03-04,P010,U08,2296,5510.4
2024-03-04,P008,U08,1655,4716.75
2024-03-04,P001,U08,2287,11835.23
2024-03-04,P005,U08,2009,8136.45
2024-03-04,P007,U08,1532,14362.5
2024-03-04,P002,U08,4470,14080.5
2024-03-04,P006,U08,1209,5349.83
2024-03-11,P009,U01,3690,12730.5
2024-03-11,P003,U01,1587,9283.95
2024-03-11,P004,U01,2665,12991.88
2024-03-11,P005,U01,4029,16317.45
2024-03-11,P001,U01,1964,10163.7
2024-03-11,P008,U02,0,0.0
2024-03-11,P007,U02,4567,42815.62
2024-03-11,P005,U02,1629,6597.45
2024-03-11,P009,U02,1580,5451.0
2024-03-11,P012,U02,1866,6857.55
2024-03-11,P002,U02,1459,4595.85
2024-03-11,P003,U02,168,982.8
2024-03-11,P003,U03,152,889.2
2024-03-11,P005,U03,1204,4876.2
2024-03-11,P010,U03,2486,5966.4
2024-03-11,P001,U03,2302,11912.85
2024-03-11,P006,U03,2848,12602.4
2024-03-11,P009,U03,2086,7196.7
2024-03-11,P007,U03,0,0.0
2024-03-11,P004,U03,3951,19261.12
2024-03-11,P002,U04,2727,8590.05
2024-03-11,P001,U04,3785,19587.38
2024-03-11,P009,U04,298,1028.1
2024-03-11,P005,U04,638,2583.9
2024-03-11,P006,U04,3874,17142.45
2024-03-11,P007,U05,1707,16003.12
2024-03-11,P009,U05,2228,7686.6
2024-03-11,P004,U05,1926,9389.25
2024-03-11,P001,U05,1467,7591.73
2024-03-11,P010,U05,2781,6674.4
2024-03-11,P002,U05,555,1748.25
2024-03-11,P011,U05,2736,5130.0
2024-03-11,P012,U05,203,746.03
2024-03-11,P010,U06,3716,8918.4
2024-03-11,P006,U06,3860,17080.5
2024-03-11,P012,U06,3251,11947.43
2024-03-11,P003,U06,4154,24300.9
2024-03-11,P002,U06,2256,7106.4
2024-03-11,P011,U06,4539,8510.62
2024-03-11,P001,U06,4223,21854.03
2024-03-11,P005,U06,1674,6779.7
2024-03-11,P012,U07,2083,7655.03
2024-03-11,P002,U07,2765,8709.75
2024-03-11,P005,U07,3147,12745.35
2024-03-11,P003,U07,1738,10167.3
2024-03-11,P007,U07,2491,23353.12
2024-03-11,P009,U08,723,2494.35
2024-03-11,P011,U08,3141,5889.38
2024-03-11,P006,U08,2211,9783.68
2024-03-11,P002,U08,710,2236.5
2024-03-11,P005,U08,2948,11939.4
2024-03-11,P003,U08,2697,15777.45
2024-03-11,P001,U08,2144,11095.2
2024-03-11,P004,U08,776,3783.0
2024-03-18,P009,U01,2797,9649.65
2024-03-18,P003,U01,3021,17672.85
2024-03-18,P012,U01,4383,16107.53
2024-03-18,P010,U01,3276,7862.4
2024-03-18,P008,U01,2785,7937.25
2024-03-18,P005,U01,0,0.0
2024-03-18,P006,U01,2878,12735.15
2024-03-18,P011,U01,4224,7920.0
2024-03-18,P008,U02,2548,7261.8
2024-03-18,P002,U02,2286,7200.9
2024-03-18,P010,U02,2793,6703.2
2024-03-18,P009,U02,3467,11961.15
2024-03-18,P005,U02,2372,9606.6
2024-03-18,P003,U02,3030,17725.5
2024-03-18,P011,U02,3137,5881.88
2024-03-18,P008,U03,2430,6925.5
2024-03-18,P004,U03,1964,9574.5
2024-03-18,P009,U03,0,0.0
2024-03-18,P003,U03,2766,16181.1
2024-03-18,P007,U03,2146,20118.75
2024-03-18,P010,U03,3827,9184.8
2024-03-18,P007,U04,1018,9543.75
2024-03-18,P002,U04,834,2627.1
2024-03-18,P008,U04,1718,4896.3
2024-03-18,P003,U04,3007,17590.95
2024-03-18,P012,U04,0,0.0
2024-03-18,P009,U05,1865,6434.25
2024-03-18,P002,U05,3899,12281.85
2024-03-18,P011,U05,6300,11812.5
2024-03-18,P004,U05,580,2827.5
2024-03-18,P008,U05,1651,4705.35
2024-03-18,P012,U05,2031,7463.93
2024-03-18,P006,U05,2195,9712.88
2024-03-18,P005,U06,4114,16661.7
2024-03-18,P003,U06,3611,21124.35
2024-03-18,P002,U06,2781,8760.15
2024-03-18,P012,U06,4122,15148.35
2024-03-18,P011,U06,2481,4651.88
2024-03-18,P006,U06,1152,5097.6
2024-03-18,P009,U07,2906,10025.7
2024-03-18,P005,U07,2599,10525.95
2024-03-18,P004,U07,2007,9784.12
2024-03-18,P012,U07,2959,10874.33
2024-03-18,P010,U07,1449,3477.6
2024-03-18,P001,U07,1584,8197.2
2024-03-18,P003,U07,2046,11969.1
2024-03-18,P011,U07,1892,3547.5
2024-03-18,P003,U08,1670,9769.5
2024-03-18,P010,U08,1878,4507.2
2024-03-18,P002,U08,424,1335.6
2024-03-18,P001,U08,3093,16006.28
2024-03-18,P009,U08,2509,8656.05
2024-03-18,P007,U08,1195,11203.12
2024-03-18,P005,U08,4186,16953.3
2024-03-18,P006,U08,828,3663.9
2024-03-25,P003,U01,3414,19971.9
2024-03-25,P005,U01,4507,18253.35
2024-03-25,P002,U01,1735,5465.25
2024-03-25,P010,U01,6614,15873.6
2024-03-25,P006,U01,2071,9164.18
2024-03-25,P011,U01,4212,7897.5
2024-03-25,P009,U02,3691,12733.95
2024-03-25,P002,U02,2778,8750.7
2024-03-25,P003,U02,3636,21270.6
2024-03-25,P007,U02,2278,21356.25
2024-03-25,P005,U02,0,0.0
2024-03-25,P001,U02,2660,13765.5
2024-03-25,P008,U02,2102,5990.7
2024-03-25,P002,U03,2678,8435.7
2024-03-25,P010,U03,2123,5095.2
2024-03-25,P004,U03,5546,27036.75
2024-03-25,P007,U03,2068,19387.5
2024-03-25,P011,U03,2705,5071.88
2024-03-25,P008,U03,0,0.0
2024-03-25,P009,U04,2694,9294.3
2024-03-25,P005,U04,1004,4066.2
2024-03-25,P001,U04,2975,15395.62
2024-03-25,P008,U04,3823,10895.55
2024-03-25,P006,U04,2177,9633.23
2024-03-25,P010,U04,5221,12530.4
2024-03-25,P004,U04,1563,7619.62
2024-03-25,P002,U04,1954,6155.1
2024-03-25,P004,U05,1454,7088.25
2024-03-25,P010,U05,2614,6273.6
2024-03-25,P009,U05,5713,19709.85
2024-03-25,P002,U05,1915,6032.25
2024-03-25,P003,U05,3056,17877.6
2024-03-25,P011,U05,3639,6823.12
2024-03-25,P012,U05,2365,8691.38
2024-03-25,P005,U05,1990,8059.5
2024-03-25,P006,U06,4134,18292.95
2024-03-25,P005,U06,1214,4916.7
